MATCH_EVENT_ID,TEAM_NAME,GAME_SEASON,DATE_OF_GAME,IS_KNOCKOUT_MATCH,HOME_OR_AWAY,LAT_LONG,LOCATION_X,LOCATION_Y,SHOT_DISTANCE,AREA_OF_SHOT,RANGE_OF_SHOT,SHOT_TYPE,SHOT_POWER,SHOT_BASICS,REMAINING_MINUTES,REMAINING_SECONDS,TOTAL_SECONDS_REMAINING,IS_GOAL
477.0,Manchester United,2000-01,2000-12-01,0,MANU vs. SAS,"42.982923, -71.446094",-136.0,160.0,40,Left Side Center(LC),16-24 ft.,shot - 3,4,Mid Range,0,51,51,1
19.0,Manchester United,2000-01,2000-12-03,0,MANU vs. DAL,"42.982923, -71.446094",87.0,133.0,35,Right Side(R),8-16 ft.,shot - 3,1,Mid Range,9,11,551,0
28.0,Manchester United,2000-01,2000-12-03,0,MANU vs. DAL,"42.982923, -71.446094",39.0,82.0,29,Center(C),8-16 ft.,shot - 3,1,Goal Line,8,34,514,1
135.0,Manchester United,2000-01,2000-12-03,0,Unknown,"42.982923, -71.446094",11.0,82.0,28,Center(C),8-16 ft.,shot - 3,2,Goal Line,8,57,537,0
139.0,Manchester United,2000-01,2000-12-03,0,MANU vs. DAL,"42.982923, -71.446094",237.0,2.0,43,Right Side(R),24+ ft.,shot - 3,2,Unknown,8,48,528,0
178.0,Manchester United,2000-01,2000-12-03,0,Unknown,"42.982923, -71.446094",11.0,198.0,39,Unknown,16-24 ft.,shot - 26,2,Mid Range,5,18,318,0
206.0,Manchester United,2000-01,2000-12-03,0,MANU vs. DAL,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 1,2,Goal Area,1,10,70,0
245.0,Manchester United,2000-01,2000-12-03,0,MANU vs. DAL,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 1,3,Goal Area,10,32,632,1
278.0,Manchester United,2000-01,2000-12-03,0,MANU vs. DAL,"42.982923, -71.446094",-98.0,285.0,50,Left Side Center(LC),24+ ft.,shot - 28,3,Penalty Spot,6,17,377,0
297.0,Manchester United,2000-01,2000-12-03,0,MANU vs. DAL,"42.982923, -71.446094",-92.0,186.0,40,Left Side Center(LC),16-24 ft.,shot - 52,3,Mid Range,4,5,245,1
304.0,Manchester United,2000-01,2000-12-03,0,MANU vs. DAL,"42.982923, -71.446094",-149.0,28.0,35,Left Side(L),8-16 ft.,shot - 3,3,Mid Range,3,25,205,0
308.0,Manchester United,2000-01,2000-12-03,0,MANU vs. DAL,"42.982923, -71.446094",75.0,28.0,28,Right Side(R),8-16 ft.,shot - 3,3,Goal Line,3,3,183,1
336.0,Manchester United,2000-01,2000-12-03,0,MANU vs. DAL,"42.982923, -71.446094",138.0,13.0,33,Right Side(R),8-16 ft.,shot - 3,3,Mid Range,0,17,17,0
348.0,Manchester United,2000-01,2000-12-03,0,MANU vs. DAL,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 49,3,Goal Area,0,0,0,1
78.0,Manchester United,2000-01,2000-12-05,0,MANU vs. PHI,"42.982923, -71.446094",138.0,110.0,37,Right Side Center(RC),16-24 ft.,shot - 3,1,Mid Range,3,33,213,0
119.0,Manchester United,2000-01,2000-12-05,0,MANU vs. PHI,"42.982923, -71.446094",231.0,394.0,65,Right Side Center(RC),24+ ft.,shot - 3,1,Penalty Spot,0,0,0,0
156.0,Manchester United,2000-01,2000-12-05,0,MANU vs. PHI,"42.982923, -71.446094",123.0,89.0,35,Right Side(R),8-16 ft.,shot - 33,2,Mid Range,8,6,486,1
218.0,Manchester United,2000-01,2000-12-05,0,MANU vs. PHI,"42.982923, -71.446094",33.0,78.0,28,Center(C),8-16 ft.,shot - 3,2,Unknown,2,34,154,0
278.0,Manchester United,2000-01,2000-12-05,0,MANU vs. PHI,"42.982923, -71.446094",123.0,148.0,39,Right Side Center(RC),Unknown,shot - 3,3,Mid Range,9,27,567,0
280.0,Manchester United,2000-01,2000-12-05,0,MANU vs. PHI,"42.982923, -71.446094",0.0,0.0,20,Center(C),Unknown,shot - 39,3,Goal Area,9,21,561,0
322.0,Manchester United,2000-01,2000-12-05,0,MANU vs. PHI,"42.982923, -71.446094",123.0,-15.0,32,Right Side(R),8-16 ft.,shot - 44,3,Mid Range,4,46,286,1
389.0,Manchester United,2000-01,2000-12-05,0,MANU vs. PHI,"42.982923, -71.446094",-1.0,160.0,36,Center(C),16-24 ft.,shot - 50,4,Mid Range,10,13,613,0
422.0,Manchester United,2000-01,2000-12-05,0,MANU vs. PHI,"42.982923, -71.446094",-176.0,-15.0,37,Left Side(L),16-24 ft.,shot - 3,4,Mid Range,6,35,395,0
,Manchester United,2000-01,2000-12-06,0,MANU @ GSW,"37.754130, -122.437947",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 49,1,Goal Area,7,27,447,0
81.0,Manchester United,2000-01,2000-12-06,0,MANU @ GSW,"37.754130, -122.437947",1.0,49.0,24,Center(C),Less Than 8 ft.,shot - 53,1,Goal Line,3,10,190,0
92.0,Manchester United,2000-01,2000-12-06,0,MANU @ GSW,"37.754130, -122.437947",144.0,0.0,34,Right Side(R),8-16 ft.,shot - 3,1,Mid Range,2,6,126,1
125.0,Manchester United,2000-01,2000-12-06,0,MANU @ GSW,"37.754130, -122.437947",0.0,0.0,20,Center(C),Unknown,shot - 39,2,Goal Area,9,0,540,1
134.0,Manchester United,2000-01,2000-12-06,0,MANU @ GSW,"37.754130, -122.437947",180.0,4.0,38,Right Side(R),16-24 ft.,shot - 15,2,Mid Range,7,57,477,1
145.0,Manchester United,2000-01,2000-12-06,0,MANU @ GSW,"37.754130, -122.437947",159.0,0.0,35,Right Side(R),8-16 ft.,shot - 43,2,Mid Range,6,2,362,0
194.0,Manchester United,2000-01,2000-12-06,0,MANU @ GSW,"37.754130, -122.437947",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,2,Goal Area,1,14,74,0
217.0,Manchester United,2000-01,2000-12-06,0,MANU @ GSW,"37.754130, -122.437947",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 46,3,Goal Area,11,40,700,1
307.0,Manchester United,2000-01,2000-12-06,0,MANU @ GSW,"37.754130, -122.437947",96.0,139.0,36,Right Side Center(RC),16-24 ft.,shot - 3,3,Mid Range,3,31,211,1
,Manchester United,2000-01,2000-12-06,0,MANU @ GSW,"37.754130, -122.437947",-231.0,-4.0,43,Left Side(L),24+ ft.,shot - 45,3,Left Corner,0,29,29,1
382.0,Manchester United,2000-01,2000-12-06,0,MANU @ GSW,"37.754130, -122.437947",1.0,78.0,27,Center(C),Less Than 8 ft.,shot - 3,4,Goal Line,7,35,455,1
,Manchester United,2000-01,2000-12-06,0,MANU @ GSW,"37.754130, -122.437947",-225.0,-21.0,42,Left Side(L),24+ ft.,shot - 37,4,Left Corner,3,42,222,0
434.0,Manchester United,2000-01,2000-12-06,0,MANU @ GSW,"37.754130, -122.437947",-73.0,78.0,30,Left Side(L),8-16 ft.,shot - 3,4,Goal Line,2,9,129,1
466.0,Manchester United,2000-01,2000-12-06,0,MANU @ GSW,"37.754130, -122.437947",30.0,251.0,45,Center(C),24+ ft.,shot - 3,4,Unknown,0,0,0,0
515.0,Manchester United,2000-01,2000-12-06,0,MANU @ GSW,"37.754130, -122.437947",108.0,11.0,30,Right Side(R),8-16 ft.,shot - 39,5,Mid Range,0,34,34,1
32.0,Manchester United,2000-01,2000-12-08,0,MANU vs. SEA,"42.982923, -71.446094",26.0,55.0,26,Center(C),Less Than 8 ft.,shot - 35,1,Goal Line,8,27,507,1
41.0,Manchester United,2000-01,2000-12-08,0,MANU vs. SEA,"42.982923, -71.446094",172.0,99.0,39,Right Side(R),16-24 ft.,shot - 3,1,Mid Range,7,19,439,0
96.0,Manchester United,2000-01,2000-12-08,0,MANU vs. SEA,"42.982923, -71.446094",75.0,175.0,39,Right Side Center(RC),16-24 ft.,shot - 3,1,Mid Range,1,51,111,1
114.0,Manchester United,2000-01,2000-12-08,0,MANU vs. SEA,"42.982923, -71.446094",-50.0,68.0,28,Left Side(L),8-16 ft.,shot - 3,1,Goal Line,0,11,11,1
,Manchester United,2000-01,2000-12-08,0,MANU vs. SEA,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,2,Goal Area,3,0,180,1
,Manchester United,2000-01,2000-12-08,0,Unknown,"42.982923, -71.446094",172.0,-2.0,37,Right Side(R),16-24 ft.,shot - 39,3,Mid Range,10,46,646,0
286.0,Manchester United,2000-01,2000-12-08,0,MANU vs. SEA,"42.982923, -71.446094",-23.0,127.0,32,Center(C),8-16 ft.,shot - 3,3,Goal Line,7,27,447,1
294.0,Manchester United,2000-01,2000-12-08,0,MANU vs. SEA,"42.982923, -71.446094",123.0,144.0,38,Right Side Center(RC),Unknown,shot - 7,3,Mid Range,6,16,376,0
301.0,Manchester United,2000-01,2000-12-08,0,MANU vs. SEA,"42.982923, -71.446094",138.0,209.0,45,Right Side Center(RC),24+ ft.,shot - 13,3,Penalty Spot,5,33,333,0
377.0,Unknown,2000-01,2000-12-08,0,MANU vs. SEA,"42.982923, -71.446094",-1.0,72.0,27,Center(C),Less Than 8 ft.,shot - 11,4,Unknown,11,7,667,0
21.0,Manchester United,2000-01,2000-12-10,0,Unknown,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 1,1,Goal Area,9,16,556,1
39.0,Manchester United,2000-01,2000-12-10,0,MANU vs. DET,"42.982923, -71.446094",-170.0,40.0,37,Unknown,16-24 ft.,shot - 3,1,Mid Range,6,48,408,0
212.0,Manchester United,2000-01,2000-12-10,0,MANU vs. DET,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 12,2,Goal Area,3,29,209,1
269.0,Unknown,2000-01,2000-12-10,0,MANU vs. DET,"42.982923, -71.446094",102.0,137.0,37,Right Side Center(RC),Unknown,shot - 3,3,Unknown,8,46,526,1
282.0,Manchester United,2000-01,2000-12-10,0,MANU vs. DET,"42.982923, -71.446094",-10.0,61.0,26,Center(C),Less Than 8 ft.,shot - 44,3,Goal Line,7,42,462,1
,Unknown,2000-01,2000-12-10,0,MANU vs. DET,"42.982923, -71.446094",-185.0,99.0,40,Left Side(L),16-24 ft.,shot - 17,3,Mid Range,0,3,3,0
359.0,Manchester United,2000-01,2000-12-10,0,Unknown,"42.982923, -71.446094",-1.0,78.0,27,Center(C),Less Than 8 ft.,shot - 3,4,Goal Line,10,58,658,0
10.0,Manchester United,2000-01,2000-12-12,0,MANU vs. MIL,"42.982923, -71.446094",-23.0,61.0,26,Center(C),Less Than 8 ft.,shot - 3,1,Goal Line,10,50,650,0
29.0,Manchester United,2000-01,2000-12-12,0,MANU vs. MIL,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,1,Goal Area,9,44,584,1
33.0,Manchester United,2000-01,2000-12-12,0,MANU vs. MIL,"42.982923, -71.446094",75.0,23.0,27,Center(C),Less Than 8 ft.,shot - 20,1,Goal Line,9,11,551,0
81.0,Manchester United,2000-01,2000-12-12,0,MANU vs. MIL,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 56,1,Goal Area,4,17,257,0
180.0,Manchester United,2000-01,2000-12-12,0,MANU vs. MIL,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 12,2,Goal Area,6,17,377,1
208.0,Manchester United,2000-01,2000-12-12,0,MANU vs. MIL,"42.982923, -71.446094",138.0,110.0,37,Right Side Center(RC),16-24 ft.,shot - 8,2,Mid Range,3,44,224,0
218.0,Manchester United,2000-01,2000-12-12,0,MANU vs. MIL,"42.982923, -71.446094",11.0,291.0,49,Center(C),24+ ft.,shot - 38,2,Penalty Spot,2,35,155,0
259.0,Manchester United,2000-01,2000-12-12,0,MANU vs. MIL,"42.982923, -71.446094",110.0,127.0,36,Right Side Center(RC),16-24 ft.,shot - 3,3,Mid Range,11,46,706,0
433.0,Manchester United,2000-01,2000-12-12,0,MANU vs. MIL,"42.982923, -71.446094",144.0,219.0,46,Right Side Center(RC),24+ ft.,shot - 36,4,Penalty Spot,4,3,243,0
458.0,Manchester United,2000-01,2000-12-12,0,MANU vs. MIL,"42.982923, -71.446094",-86.0,13.0,28,Left Side(L),8-16 ft.,shot - 3,4,Mid Range,2,28,148,0
460.0,Manchester United,2000-01,2000-12-12,0,MANU vs. MIL,"42.982923, -71.446094",-136.0,7.0,33,Left Side(L),8-16 ft.,shot - 7,4,Mid Range,2,26,146,0
103.0,Manchester United,2000-01,2000-12-13,0,MANU @ POR,"45.539131, -122.651648",-27.0,91.0,29,Center(C),8-16 ft.,shot - 3,1,Goal Line,0,40,40,1
120.0,Manchester United,2000-01,2000-12-13,0,MANU @ POR,"45.539131, -122.651648",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,2,Goal Area,10,58,658,1
142.0,Manchester United,2000-01,2000-12-13,0,MANU @ POR,"45.539131, -122.651648",81.0,4.0,28,Right Side(R),8-16 ft.,shot - 3,2,Mid Range,9,6,546,1
156.0,Unknown,2000-01,2000-12-13,0,MANU @ POR,"45.539131, -122.651648",-4.0,72.0,27,Unknown,Less Than 8 ft.,shot - 10,2,Unknown,7,56,476,0
247.0,Manchester United,2000-01,2000-12-13,0,MANU @ POR,"45.539131, -122.651648",-12.0,51.0,25,Center(C),Less Than 8 ft.,shot - 3,2,Goal Line,0,0,0,0
297.0,Manchester United,2000-01,2000-12-13,0,MANU @ POR,"45.539131, -122.651648",108.0,-15.0,30,Right Side(R),8-16 ft.,shot - 3,3,Mid Range,7,8,428,0
351.0,Manchester United,2000-01,2000-12-13,0,MANU @ POR,"45.539131, -122.651648",1.0,51.0,25,Center(C),Less Than 8 ft.,shot - 3,3,Goal Line,0,35,35,0
414.0,Manchester United,2000-01,2000-12-13,0,Unknown,"45.539131, -122.651648",191.0,4.0,39,Right Side(R),16-24 ft.,shot - 12,4,Mid Range,4,32,272,1
444.0,Manchester United,2000-01,2000-12-13,0,MANU @ POR,"45.539131, -122.651648",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,4,Goal Area,1,3,63,1
465.0,Manchester United,2000-01,2000-12-13,0,MANU @ POR,"45.539131, -122.651648",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 32,4,Unknown,0,39,39,1
469.0,Manchester United,2000-01,2000-12-13,0,MANU @ POR,"45.539131, -122.651648",-56.0,238.0,44,Center(C),24+ ft.,shot - 30,4,Penalty Spot,0,30,30,0
41.0,Manchester United,2000-01,2000-12-15,0,MANU vs. VAN,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,1,Goal Area,6,3,363,0
58.0,Manchester United,2000-01,2000-12-15,0,MANU vs. VAN,"42.982923, -71.446094",-115.0,127.0,37,Left Side Center(LC),16-24 ft.,shot - 31,1,Mid Range,4,40,280,0
121.0,Manchester United,2000-01,2000-12-15,0,MANU vs. VAN,"42.982923, -71.446094",-58.0,55.0,27,Center(C),Less Than 8 ft.,shot - 0,2,Unknown,10,35,635,0
223.0,Manchester United,2000-01,2000-12-15,0,MANU vs. VAN,"42.982923, -71.446094",-157.0,192.0,44,Left Side Center(LC),24+ ft.,shot - 3,2,Penalty Spot,1,1,61,0
249.0,Manchester United,2000-01,2000-12-15,0,MANU vs. VAN,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 56,3,Goal Area,10,22,622,1
377.0,Manchester United,2000-01,2000-12-15,0,MANU vs. VAN,"42.982923, -71.446094",39.0,175.0,37,Center(C),16-24 ft.,shot - 15,4,Mid Range,8,43,523,1
94.0,Manchester United,2000-01,2000-12-17,0,MANU @ TOR,"43.717098, -79.395917",-4.0,255.0,45,Center(C),24+ ft.,shot - 36,1,Penalty Spot,1,45,105,1
110.0,Unknown,2000-01,2000-12-17,0,MANU @ TOR,"43.717098, -79.395917",144.0,127.0,39,Right Side Center(RC),16-24 ft.,shot - 25,1,Mid Range,0,15,15,0
114.0,Manchester United,2000-01,2000-12-17,0,MANU @ TOR,"43.717098, -79.395917",100.0,620.0,82,Mid Ground(MG),Back Court Shot,shot - 36,1,Mid Ground Line,0,0,0,0
205.0,Manchester United,2000-01,2000-12-17,0,MANU @ TOR,"43.717098, -79.395917",16.0,209.0,40,Center(C),16-24 ft.,shot - 3,2,Mid Range,5,17,317,1
357.0,Manchester United,2000-01,2000-12-17,0,MANU @ TOR,"43.717098, -79.395917",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 39,3,Goal Area,4,24,264,1
405.0,Manchester United,2000-01,2000-12-17,0,MANU @ TOR,"43.717098, -79.395917",-176.0,93.0,39,Left Side(L),16-24 ft.,shot - 3,4,Mid Range,11,48,708,0
416.0,Manchester United,2000-01,2000-12-17,0,MANU @ TOR,"43.717098, -79.395917",1.0,160.0,36,Center(C),16-24 ft.,shot - 56,4,Mid Range,10,35,635,1
423.0,Manchester United,2000-01,2000-12-17,0,MANU @ TOR,"43.717098, -79.395917",159.0,45.0,36,Right Side(R),Unknown,shot - 3,4,Mid Range,9,24,564,0
480.0,Manchester United,2000-01,2000-12-17,0,MANU @ TOR,"43.717098, -79.395917",237.0,21.0,43,Right Side(R),24+ ft.,shot - 3,4,Right Corner,3,28,208,0
538.0,Manchester United,2000-01,2000-12-17,0,MANU @ TOR,"43.717098, -79.395917",-4.0,255.0,45,Center(C),24+ ft.,shot - 3,4,Penalty Spot,0,0,0,0
32.0,Manchester United,2000-01,2000-12-19,0,MANU @ MIA,"25.790710, -80.207819",-130.0,-2.0,33,Left Side(L),8-16 ft.,shot - 15,1,Mid Range,7,46,466,0
44.0,Unknown,2000-01,2000-12-19,0,MANU @ MIA,"25.790710, -80.207819",-115.0,127.0,37,Unknown,16-24 ft.,shot - 3,1,Mid Range,6,58,418,0
80.0,Manchester United,2000-01,2000-12-19,0,MANU @ MIA,"25.790710, -80.207819",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 39,1,Goal Area,2,11,131,1
,Manchester United,2000-01,2000-12-19,0,MANU @ MIA,"25.790710, -80.207819",62.0,116.0,33,Center(C),8-16 ft.,shot - 3,1,Goal Line,0,0,0,1
100.0,Manchester United,2000-01,2000-12-19,0,MANU @ MIA,"25.790710, -80.207819",47.0,236.0,44,Center(C),24+ ft.,shot - 23,2,Penalty Spot,11,14,674,0
115.0,Manchester United,2000-01,2000-12-19,0,MANU @ MIA,"25.790710, -80.207819",56.0,47.0,27,Center(C),Less Than 8 ft.,shot - 44,2,Goal Line,8,48,528,1
125.0,Manchester United,2000-01,2000-12-19,0,MANU @ MIA,"25.790710, -80.207819",125.0,165.0,40,Right Side Center(RC),16-24 ft.,shot - 3,2,Mid Range,7,59,479,0
139.0,Manchester United,2000-01,2000-12-19,0,MANU @ MIA,"25.790710, -80.207819",153.0,23.0,35,Right Side(R),8-16 ft.,shot - 55,2,Mid Range,5,52,352,1
200.0,Manchester United,2000-01,2000-12-19,0,MANU @ MIA,"25.790710, -80.207819",24.0,47.0,25,Center(C),Less Than 8 ft.,shot - 3,2,Goal Line,0,4,4,0
221.0,Manchester United,2000-01,2000-12-19,0,MANU @ MIA,"25.790710, -80.207819",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,3,Goal Area,10,26,626,0
237.0,Manchester United,2000-01,2000-12-19,0,MANU @ MIA,"25.790710, -80.207819",-71.0,137.0,35,Center(C),8-16 ft.,shot - 3,3,Goal Line,8,35,515,1
239.0,Unknown,2000-01,2000-12-19,0,MANU @ MIA,"25.790710, -80.207819",32.0,7.0,23,Unknown,Less Than 8 ft.,shot - 3,3,Goal Area,8,9,489,1
263.0,Manchester United,2000-01,2000-12-19,0,MANU @ MIA,"25.790710, -80.207819",-157.0,23.0,35,Left Side(L),8-16 ft.,shot - 3,3,Mid Range,5,7,307,0
295.0,Unknown,2000-01,2000-12-19,0,MANU @ MIA,"25.790710, -80.207819",-109.0,171.0,40,Left Side Center(LC),16-24 ft.,shot - 36,3,Mid Range,1,57,117,1
330.0,Manchester United,2000-01,2000-12-19,0,MANU @ MIA,"25.790710, -80.207819",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,4,Goal Area,10,5,605,0
387.0,Manchester United,2000-01,2000-12-19,0,MANU @ MIA,"25.790710, -80.207819",83.0,0.0,28,Right Side(R),8-16 ft.,shot - 3,4,Mid Range,3,30,210,0
112.0,Manchester United,2000-01,2000-12-21,0,MANU @ HOU,"29.740325, -95.365762",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 1,2,Goal Area,11,3,663,1
174.0,Manchester United,2000-01,2000-12-21,0,MANU @ HOU,"29.740325, -95.365762",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 55,2,Goal Area,6,21,381,1
254.0,Manchester United,2000-01,2000-12-21,0,MANU @ HOU,"29.740325, -95.365762",0.0,0.0,20,Unknown,Less Than 8 ft.,shot - 4,3,Goal Area,10,15,615,1
,Manchester United,2000-01,2000-12-21,0,MANU @ HOU,"29.740325, -95.365762",-107.0,19.0,30,Left Side(L),8-16 ft.,shot - 3,3,Mid Range,9,47,587,1
328.0,Manchester United,2000-01,2000-12-21,0,MANU @ HOU,"29.740325, -95.365762",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 1,3,Goal Area,3,17,197,1
375.0,Manchester United,2000-01,2000-12-21,0,MANU @ HOU,"29.740325, -95.365762",20.0,63.0,26,Center(C),Less Than 8 ft.,shot - 44,4,Unknown,10,32,632,1
458.0,Manchester United,2000-01,2000-12-21,0,MANU @ HOU,"29.740325, -95.365762",106.0,63.0,32,Right Side(R),8-16 ft.,shot - 41,4,Mid Range,1,35,95,1
469.0,Manchester United,2000-01,2000-12-21,0,MANU @ HOU,"29.740325, -95.365762",49.0,207.0,41,Center(C),16-24 ft.,shot - 3,4,Mid Range,0,27,27,1
37.0,Manchester United,2000-01,2000-12-22,0,MANU @ DAL,"32.757824, -96.786653",140.0,116.0,38,Right Side Center(RC),16-24 ft.,shot - 3,1,Mid Range,7,27,447,0
,Manchester United,2000-01,2000-12-22,0,MANU @ DAL,"32.757824, -96.786653",-166.0,15.0,36,Unknown,16-24 ft.,shot - 3,1,Mid Range,4,36,276,1
151.0,Manchester United,2000-01,2000-12-22,0,MANU @ DAL,"32.757824, -96.786653",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 39,2,Goal Area,9,10,550,1
218.0,Manchester United,2000-01,2000-12-22,0,MANU @ DAL,"32.757824, -96.786653",146.0,55.0,35,Right Side(R),8-16 ft.,shot - 3,2,Mid Range,2,54,174,1
235.0,Manchester United,2000-01,2000-12-22,0,MANU @ DAL,"32.757824, -96.786653",-1.0,160.0,36,Center(C),16-24 ft.,shot - 37,2,Mid Range,1,17,77,0
463.0,Manchester United,2000-01,2000-12-22,0,MANU @ DAL,"32.757824, -96.786653",-187.0,66.0,39,Left Side(L),16-24 ft.,shot - 3,4,Mid Range,1,11,71,1
6.0,Manchester United,2000-01,2000-12-25,0,MANU vs. POR,"42.982923, -71.446094",81.0,17.0,28,Right Side(R),8-16 ft.,shot - 3,1,Mid Range,10,42,642,1
88.0,Manchester United,2000-01,2000-12-25,0,MANU vs. POR,"42.982923, -71.446094",-157.0,198.0,45,Left Side Center(LC),24+ ft.,shot - 18,1,Penalty Spot,1,37,97,0
109.0,Manchester United,2000-01,2000-12-25,0,MANU vs. POR,"42.982923, -71.446094",45.0,110.0,31,Center(C),8-16 ft.,shot - 3,1,Goal Line,0,25,25,0
232.0,Manchester United,2000-01,2000-12-25,0,MANU vs. POR,"42.982923, -71.446094",45.0,51.0,26,Center(C),Less Than 8 ft.,shot - 3,2,Goal Line,0,5,5,1
252.0,Manchester United,2000-01,2000-12-25,0,MANU vs. POR,"42.982923, -71.446094",-136.0,-19.0,33,Left Side(L),8-16 ft.,shot - 3,3,Mid Range,10,7,607,0
258.0,Manchester United,2000-01,2000-12-25,0,MANU vs. POR,"42.982923, -71.446094",5.0,137.0,33,Center(C),Unknown,shot - 15,3,Goal Line,9,39,579,1
288.0,Manchester United,2000-01,2000-12-25,0,MANU vs. POR,"42.982923, -71.446094",-157.0,226.0,47,Left Side Center(LC),24+ ft.,shot - 40,3,Penalty Spot,5,47,347,0
339.0,Manchester United,2000-01,2000-12-25,0,MANU vs. POR,"42.982923, -71.446094",144.0,219.0,46,Right Side Center(RC),24+ ft.,shot - 3,3,Unknown,1,16,76,0
362.0,Manchester United,2000-01,2000-12-25,0,MANU vs. POR,"42.982923, -71.446094",144.0,232.0,47,Right Side Center(RC),24+ ft.,shot - 32,3,Penalty Spot,0,0,0,0
12.0,Manchester United,2000-01,2000-12-28,0,Unknown,"33.552026, -112.071667",-84.0,215.0,43,Left Side Center(LC),16-24 ft.,shot - 29,1,Mid Range,10,28,628,0
16.0,Manchester United,2000-01,2000-12-28,0,MANU @ PHX,"33.552026, -112.071667",-105.0,21.0,30,Unknown,8-16 ft.,shot - 3,1,Mid Range,9,57,597,1
22.0,Manchester United,2000-01,2000-12-28,0,Unknown,"33.552026, -112.071667",100.0,0.0,30,Right Side(R),8-16 ft.,shot - 48,1,Mid Range,8,38,518,1
92.0,Unknown,2000-01,2000-12-28,0,MANU @ PHX,"33.552026, -112.071667",94.0,21.0,29,Right Side(R),Unknown,shot - 3,1,Mid Range,0,54,54,0
114.0,Manchester United,2000-01,2000-12-28,0,MANU @ PHX,"33.552026, -112.071667",159.0,192.0,44,Right Side Center(RC),24+ ft.,shot - 3,2,Penalty Spot,10,20,620,1
175.0,Manchester United,2000-01,2000-12-28,0,MANU @ PHX,"33.552026, -112.071667",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 46,2,Goal Area,4,2,242,1
196.0,Manchester United,2000-01,2000-12-28,0,MANU @ PHX,"33.552026, -112.071667",-141.0,28.0,34,Left Side(L),8-16 ft.,shot - 15,2,Mid Range,2,46,166,1
232.0,Manchester United,2000-01,2000-12-28,0,MANU @ PHX,"33.552026, -112.071667",-4.0,97.0,29,Center(C),8-16 ft.,shot - 3,3,Goal Line,11,47,707,0
238.0,Manchester United,2000-01,2000-12-28,0,MANU @ PHX,"33.552026, -112.071667",123.0,72.0,34,Right Side(R),8-16 ft.,shot - 15,3,Mid Range,11,0,660,1
329.0,Manchester United,2000-01,2000-12-28,0,MANU @ PHX,"33.552026, -112.071667",195.0,-4.0,39,Right Side(R),16-24 ft.,shot - 15,3,Mid Range,2,54,174,1
354.0,Manchester United,2000-01,2000-12-28,0,MANU @ PHX,"33.552026, -112.071667",159.0,0.0,35,Right Side(R),8-16 ft.,shot - 3,3,Mid Range,0,35,35,0
37.0,Unknown,2000-01,2000-12-30,0,MANU @ LAC,"34.189593, -118.471724",-141.0,222.0,46,Left Side Center(LC),24+ ft.,shot - 39,1,Penalty Spot,7,29,449,1
74.0,Manchester United,2000-01,2000-12-30,0,MANU @ LAC,"34.189593, -118.471724",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 1,1,Goal Area,2,51,171,1
153.0,Manchester United,2000-01,2000-12-30,0,MANU @ LAC,"34.189593, -118.471724",1.0,255.0,45,Center(C),24+ ft.,shot - 36,2,Penalty Spot,6,20,380,1
,Manchester United,2000-01,2000-12-30,0,MANU @ LAC,"34.189593, -118.471724",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 46,2,Goal Area,3,56,236,1
188.0,Manchester United,2000-01,2000-12-30,0,MANU @ LAC,"34.189593, -118.471724",64.0,49.0,28,Right Side(R),8-16 ft.,shot - 3,2,Unknown,2,1,121,1
197.0,Manchester United,2000-01,2000-12-30,0,MANU @ LAC,"34.189593, -118.471724",-141.0,205.0,44,Left Side Center(LC),24+ ft.,shot - 3,2,Penalty Spot,0,27,27,0
